image,id,label,annotator,annotation_id,created_at,updated_at,lead_time
/data/upload/1/f25e92ca-Trip_065_Day_2_01-12-05_Image_7_3.png,150,"[{""x"": 28.571428571428577, ""y"": 0, ""width"": 5.569007263922517, ""height"": 5.844155844155844, ""rotation"": 0, ""rectanglelabels"": [""Esch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 24.45520581113801, ""y"": 32.467532467532465, ""width"": 2.1791767554479415, ""height"": 3.571428571428571, ""rotation"": 0, ""rectanglelabels"": [""DEBRIS""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 11.380145278450362, ""y"": 44.8051948051948, ""width"": 2.6634382566585955, ""height"": 3.2467532467532463, ""rotation"": 0, ""rectanglelabels"": [""DEBRIS""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 21.307506053268764, ""y"": 42.532467532467535, ""width"": 4.358353510895883, ""height"": 5.194805194805195, ""rotation"": 0, ""rectanglelabels"": [""LT""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 26.876513317191282, ""y"": 59.090909090909086, ""width"": 5.811138014527845, ""height"": 6.1688311688311686, ""rotation"": 0, ""rectanglelabels"": [""Esch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 40.43583535108959, ""y"": 95.77922077922078, ""width"": 7.748184019370459, ""height"": 4.220779220779221, ""rotation"": 0, ""rectanglelabels"": [""Esch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 55.44794188861986, ""y"": 59.090909090909086, ""width"": 5.811138014527845, ""height"": 5.51948051948052, ""rotation"": 0, ""rectanglelabels"": [""LT""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 60.532687651331734, ""y"": 51.62337662337663, ""width"": 7.02179176755448, ""height"": 7.4675324675324495, ""rotation"": 0, ""rectanglelabels"": [""Lsch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 94.18886198547214, ""y"": 65.25974025974025, ""width"": 1.9370460048426148, ""height"": 2.5974025974025974, ""rotation"": 0, ""rectanglelabels"": [""R""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 66.10169491525424, ""y"": 24.350649350649352, ""width"": 4.600484261501211, ""height"": 4.870129870129871, ""rotation"": 0, ""rectanglelabels"": [""DEBRIS""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 72.39709443099274, ""y"": 20.454545454545457, ""width"": 5.569007263922517, ""height"": 10.064935064935066, ""rotation"": 0, ""rectanglelabels"": [""Lsch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 52.78450363196126, ""y"": 47.07792207792208, ""width"": 1.694915254237288, ""height"": 3.2467532467532463, ""rotation"": 0, ""rectanglelabels"": [""R""], ""original_width"": 1382, ""original_height"": 1030}]",2,152,2022-11-02T11:59:56.537652Z,2022-11-02T11:59:56.537652Z,279.229
/data/upload/1/a732c3d5-Trip_065_Day_2_01-12-05_Image_7_2.png,149,"[{""x"": 7.263922518159806, ""y"": 14.610389610389607, ""width"": 7.021791767554481, ""height"": 9.090909090909099, ""rotation"": 0, ""rectanglelabels"": [""Seg""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 23.72881355932203, ""y"": 3.571428571428571, ""width"": 4.116222760290557, ""height"": 6.1688311688311686, ""rotation"": 0, ""rectanglelabels"": [""MT""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 52.05811138014528, ""y"": 0, ""width"": 3.631961259079903, ""height"": 2.5974025974025974, ""rotation"": 0, ""rectanglelabels"": [""DEBRIS""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 94.67312348668283, ""y"": 0, ""width"": 5.326876513317191, ""height"": 3.896103896103896, ""rotation"": 0, ""rectanglelabels"": [""DEBRIS""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 94.18886198547212, ""y"": 29.545454545454543, ""width"": 5.569007263922517, ""height"": 8.116883116883118, ""rotation"": 0, ""rectanglelabels"": [""Esch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 52.78450363196126, ""y"": 42.85714285714282, ""width"": 5.8111380145278355, ""height"": 6.168831168831164, ""rotation"": 0, ""rectanglelabels"": [""LT""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 34.624697336561745, ""y"": 45.12987012987013, ""width"": 6.053268765133172, ""height"": 8.441558441558442, ""rotation"": 0, ""rectanglelabels"": [""Lsch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 46.73123486682808, ""y"": 93.5064935064935, ""width"": 6.5375302663438255, ""height"": 6.493506493506493, ""rotation"": 0, ""rectanglelabels"": [""LT""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 70.94430992736078, ""y"": 90.58441558441557, ""width"": 5.569007263922517, ""height"": 7.467532467532427, ""rotation"": 0, ""rectanglelabels"": [""LT""], ""original_width"": 1382, ""original_height"": 1030}]",2,151,2022-11-02T11:55:15.904090Z,2022-11-02T11:55:15.904090Z,242.082
/data/upload/1/a75d2e1c-Trip_065_Day_2_01-12-05_Image_7_1.png,148,"[{""x"": 18.401937046004843, ""y"": 15.909090909090908, ""width"": 6.5375302663438255, ""height"": 6.818181818181817, ""rotation"": 0, ""rectanglelabels"": [""Esch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 11.138014527845035, ""y"": 50.32467532467533, ""width"": 6.053268765133172, ""height"": 7.792207792207792, ""rotation"": 0, ""rectanglelabels"": [""Seg""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 13.075060532687651, ""y"": 60.064935064935064, ""width"": 4.358353510895883, ""height"": 8.441558441558442, ""rotation"": 0, ""rectanglelabels"": [""Seg""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 11.62227602905568, ""y"": 90.25974025974025, ""width"": 6.537530266343834, ""height"": 9.740259740259665, ""rotation"": 0, ""rectanglelabels"": [""Lsch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 65.13317191283294, ""y"": 2.5974025974025974, ""width"": 5.569007263922518, ""height"": 9.090909090909093, ""rotation"": 0, ""rectanglelabels"": [""Lsch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 79.66101694915255, ""y"": 23.376623376623375, ""width"": 6.5375302663438255, ""height"": 7.142857142857142, ""rotation"": 0, ""rectanglelabels"": [""Esch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 80.38740920096849, ""y"": 35.064935064935064, ""width"": 4.600484261501207, ""height"": 8.11688311688311, ""rotation"": 0, ""rectanglelabels"": [""Esch""], ""original_width"": 1382, ""original_height"": 1030}]",2,150,2022-11-02T11:51:11.318863Z,2022-11-02T11:51:11.318863Z,219.055
/data/upload/1/1d69f1e6-Trip_065_Day_2_01-12-05_Image_1_16.png,147,"[{""x"": 3.8740920096852296, ""y"": 53.57142857142857, ""width"": 5.811138014527845, ""height"": 7.142857142857142, ""rotation"": 0, ""rectanglelabels"": [""Esch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 33.41404358353511, ""y"": 73.7012987012987, ""width"": 4.600484261501211, ""height"": 8.441558441558442, ""rotation"": 0, ""rectanglelabels"": [""LT""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 31.476997578692494, ""y"": 94.8051948051948, ""width"": 5.811138014527845, ""height"": 5.194805194805195, ""rotation"": 0, ""rectanglelabels"": [""Lsch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 66.82808716707022, ""y"": 87.66233766233766, ""width"": 6.053268765133172, ""height"": 6.8181818181818175, ""rotation"": 0, ""rectanglelabels"": [""Seg""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 73.60774818401937, ""y"": 37.01298701298701, ""width"": 6.5375302663438255, ""height"": 7.467532467532467, ""rotation"": 0, ""rectanglelabels"": [""Lsch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 60.77481840193705, ""y"": 20.454545454545457, ""width"": 6.5375302663438255, ""height"": 9.090909090909092, ""rotation"": 0, ""rectanglelabels"": [""Esch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 78.69249394673123, ""y"": 20.12987012987013, ""width"": 7.506053268765134, ""height"": 6.8181818181818175, ""rotation"": 0, ""rectanglelabels"": [""Seg""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 96.12590799031479, ""y"": 24.350649350649352, ""width"": 3.8740920096852296, ""height"": 8.766233766233766, ""rotation"": 0, ""rectanglelabels"": [""Lsch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 45.036319612590795, ""y"": 47.4025974025974, ""width"": 3.14769975786925, ""height"": 2.5974025974025974, ""rotation"": 0, ""rectanglelabels"": [""R""], ""original_width"": 1382, ""original_height"": 1030}]",2,149,2022-11-02T11:47:31.235369Z,2022-11-02T11:47:31.235369Z,69.525
/data/upload/1/ad33c564-Trip_065_Day_2_01-12-05_Image_1_15.png,146,"[{""x"": 0, ""y"": 26.948051948051948, ""width"": 3.14769975786925, ""height"": 8.441558441558442, ""rotation"": 0, ""rectanglelabels"": [""DEBRIS""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 9.200968523002421, ""y"": 46.103896103896105, ""width"": 5.326876513317191, ""height"": 6.8181818181818175, ""rotation"": 0, ""rectanglelabels"": [""MT""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 7.02179176755448, ""y"": 53.896103896103895, ""width"": 5.811138014527845, ""height"": 8.766233766233766, ""rotation"": 0, ""rectanglelabels"": [""Seg""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 6.779661016949152, ""y"": 53.246753246753244, ""width"": 6.053268765133172, ""height"": 9.090909090909092, ""rotation"": 0, ""rectanglelabels"": [""Lsch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 20.823244552058107, ""y"": 12.337662337662339, ""width"": 5.569007263922517, ""height"": 4.220779220779219, ""rotation"": 0, ""rectanglelabels"": [""MT""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 32.68765133171913, ""y"": 14.610389610389609, ""width"": 6.5375302663438255, ""height"": 8.116883116883116, ""rotation"": 0, ""rectanglelabels"": [""Lsch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 42.3728813559322, ""y"": 36.038961038961034, ""width"": 5.569007263922517, ""height"": 5.844155844155844, ""rotation"": 0, ""rectanglelabels"": [""LT""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 54.9636803874092, ""y"": 61.038961038961034, ""width"": 4.600484261501211, ""height"": 7.792207792207792, ""rotation"": 0, ""rectanglelabels"": [""Seg""], ""original_width"": 1382, ""original_height"": 1030}]",2,148,2022-11-02T11:44:10.383394Z,2022-11-02T11:44:10.383394Z,267.925
/data/upload/1/b22ef2c6-Trip_065_Day_2_01-12-05_Image_1_14.png,145,"[{""x"": 8.958837772397095, ""y"": 91.23376623376623, ""width"": 6.5375302663438255, ""height"": 8.766233766233766, ""rotation"": 0, ""rectanglelabels"": [""WBC""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 7.748184019370459, ""y"": 53.57142857142857, ""width"": 5.811138014527845, ""height"": 8.766233766233766, ""rotation"": 0, ""rectanglelabels"": [""LT""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 33.41404358353511, ""y"": 44.48051948051948, ""width"": 3.14769975786925, ""height"": 4.545454545454546, ""rotation"": 0, ""rectanglelabels"": [""LR-ET""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 34.624697336561745, ""y"": 50, ""width"": 4.116222760290557, ""height"": 7.142857142857142, ""rotation"": 0, ""rectanglelabels"": [""Seg""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 54.72154963680386, ""y"": 49.999999999999986, ""width"": 4.1162227602905785, ""height"": 9.09090909090909, ""rotation"": 0, ""rectanglelabels"": [""LT""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 67.55447941888619, ""y"": 81.16883116883115, ""width"": 6.53753026634384, ""height"": 5.844155844155847, ""rotation"": 0, ""rectanglelabels"": [""LT""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 84.01937046004846, ""y"": 70.77922077922078, ""width"": 6.779661016949141, ""height"": 10.064935064935062, ""rotation"": 0, ""rectanglelabels"": [""Lsch""], ""original_width"": 1382, ""original_height"": 1030}]",2,147,2022-11-02T11:39:41.540232Z,2022-11-02T11:39:41.540232Z,165.256
/data/upload/1/32485fbf-Trip_065_Day_2_01-12-05_Image_1_13.png,144,"[{""x"": 10.411622276029057, ""y"": 59.09090909090906, ""width"": 4.8426150121065366, ""height"": 8.116883116883116, ""rotation"": 0, ""rectanglelabels"": [""LT""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 12.106537530266344, ""y"": 46.103896103896105, ""width"": 3.8740920096852296, ""height"": 6.1688311688311686, ""rotation"": 0, ""rectanglelabels"": [""LT""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 17.91767554479419, ""y"": 23.376623376623375, ""width"": 3.8740920096852296, ""height"": 3.896103896103896, ""rotation"": 0, ""rectanglelabels"": [""LR-ET""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 45.76271186440678, ""y"": 23.7012987012987, ""width"": 6.5375302663438255, ""height"": 5.51948051948052, ""rotation"": 0, ""rectanglelabels"": [""LT""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 65.61743341404357, ""y"": 4.870129870129871, ""width"": 3.389830508474576, ""height"": 5.51948051948052, ""rotation"": 0, ""rectanglelabels"": [""LR-ET""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 79.41888619854721, ""y"": 0, ""width"": 2.1791767554479415, ""height"": 2.5974025974025974, ""rotation"": 0, ""rectanglelabels"": [""DEBRIS""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 86.19854721549636, ""y"": 29.545454545454543, ""width"": 5.084745762711865, ""height"": 5.844155844155844, ""rotation"": 0, ""rectanglelabels"": [""LT""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 71.67070217917676, ""y"": 78.24675324675324, ""width"": 4.116222760290557, ""height"": 3.571428571428571, ""rotation"": 0, ""rectanglelabels"": [""LR-ET""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 15.738498789346247, ""y"": 82.46753246753246, ""width"": 11.380145278450362, ""height"": 12.337662337662337, ""rotation"": 0, ""rectanglelabels"": [""WBC""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 46.973365617433416, ""y"": 61.68831168831169, ""width"": 4.358353510895883, ""height"": 5.51948051948052, ""rotation"": 0, ""rectanglelabels"": [""MT""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 44.552058111380134, ""y"": 50.32467532467532, ""width"": 9.200968523002427, ""height"": 9.09090909090908, ""rotation"": 0, ""rectanglelabels"": [""DEBRIS""], ""original_width"": 1382, ""original_height"": 1030}]",2,146,2022-11-02T11:36:55.233546Z,2022-11-02T11:36:55.233546Z,205.335
/data/upload/1/2e02147f-Trip_065_Day_2_01-12-05_Image_1_12.png,143,"[{""x"": 21.79176755447942, ""y"": 29.54545454545454, ""width"": 4.84261501210653, ""height"": 7.1428571428571415, ""rotation"": 0, ""rectanglelabels"": [""Lsch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 31.961259079903147, ""y"": 35.389610389610354, ""width"": 5.084745762711856, ""height"": 9.415584415584446, ""rotation"": 0, ""rectanglelabels"": [""Lsch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 24.45520581113801, ""y"": 38.31168831168833, ""width"": 6.537530266343832, ""height"": 7.142857142857133, ""rotation"": 0, ""rectanglelabels"": [""Lsch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 6.5375302663438255, ""y"": 92.53246753246754, ""width"": 5.811138014527845, ""height"": 7.467532467532467, ""rotation"": 0, ""rectanglelabels"": [""Lsch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 39.46731234866827, ""y"": 67.85714285714286, ""width"": 3.8740920096852296, ""height"": 7.467532467532467, ""rotation"": 0, ""rectanglelabels"": [""LT""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 78.69249394673123, ""y"": 78.8961038961039, ""width"": 5.811138014527845, ""height"": 8.766233766233766, ""rotation"": 0, ""rectanglelabels"": [""Seg""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 83.1924905171172, ""y"": 39.285714285714235, ""width"": 6.194911824623211, ""height"": 7.490988099353107, ""rotation"": 0, ""rectanglelabels"": [""Lsch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 67.79661016949152, ""y"": 30.194805194805195, ""width"": 3.631961259079903, ""height"": 5.844155844155844, ""rotation"": 0, ""rectanglelabels"": [""MT""], ""original_width"": 1382, ""original_height"": 1030}]",2,145,2022-11-02T11:33:27.840530Z,2022-11-02T11:33:27.841512Z,185.613
/data/upload/1/471b4b5a-Trip_065_Day_2_01-12-05_Image_1_11.png,142,"[{""x"": 8.232445520581114, ""y"": 84.4155844155844, ""width"": 5.811138014527845, ""height"": 9.740259740259742, ""rotation"": 0, ""rectanglelabels"": [""Lsch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 29.782082324455207, ""y"": 53.571428571428555, ""width"": 5.569007263922518, ""height"": 6.247839612858624, ""rotation"": 0, ""rectanglelabels"": [""MT""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 38.74092009685229, ""y"": 39.285714285714285, ""width"": 3.14769975786925, ""height"": 3.896103896103896, ""rotation"": 0, ""rectanglelabels"": [""Seg""], ""original_width"": 1382, ""original_height"": 1030}]",2,144,2022-11-02T11:30:20.059219Z,2022-11-02T11:30:20.059219Z,109.553
/data/upload/1/819ab4f3-Trip_065_Day_2_01-12-05_Image_1_10.png,141,"[{""x"": 18.64406779661017, ""y"": 55.84415584415584, ""width"": 4.358353510895883, ""height"": 7.142857142857142, ""rotation"": 0, ""rectanglelabels"": [""Esch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 28.813559322033896, ""y"": 5.51948051948052, ""width"": 5.326876513317193, ""height"": 7.79220779220779, ""rotation"": 0, ""rectanglelabels"": [""Esch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 43.583535108958834, ""y"": 53.24675324675325, ""width"": 5.326876513317205, ""height"": 7.467532467532465, ""rotation"": 0, ""rectanglelabels"": [""Lsch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 57.384987893462466, ""y"": 64.28571428571429, ""width"": 4.358353510895883, ""height"": 5.194805194805195, ""rotation"": 0, ""rectanglelabels"": [""MT""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 69.97578692493947, ""y"": 48.05194805194805, ""width"": 4.116222760290557, ""height"": 8.441558441558442, ""rotation"": 0, ""rectanglelabels"": [""Esch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 77.96610169491525, ""y"": 44.15584415584416, ""width"": 6.053268765133172, ""height"": 7.467532467532467, ""rotation"": 0, ""rectanglelabels"": [""Esch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 75.30266343825666, ""y"": 30.519480519480517, ""width"": 4.600484261501211, ""height"": 6.168831168831167, ""rotation"": 0, ""rectanglelabels"": [""Esch""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 56.17433414043584, ""y"": 33.44155844155844, ""width"": 5.084745762711865, ""height"": 7.142857142857142, ""rotation"": 0, ""rectanglelabels"": [""LT""], ""original_width"": 1382, ""original_height"": 1030}, {""x"": 94.43099273607749, ""y"": 0, ""width"": 4.8426150121065366, ""height"": 6.1688311688311686, ""rotation"": 0, ""rectanglelabels"": [""MT""], ""original_width"": 1382, ""original_height"": 1030}]",2,143,2022-11-02T11:28:29.379610Z,2022-11-02T11:28:29.379610Z,224.146
